日付,受給者証番号,児童名,体温,夕食,朝食,昼食,入浴,便,服薬(夜),服薬(朝),その他連絡事項
2026-02-04,9200809896,林夏渚,36.5,完食,半分,−,○,×,○,○,磁石で遊んでいました。
2026-02-05,9200809896,林夏渚,36.4,完食,完食,−,○,○,○,○,トランプをして遊んでいました。
2026-02-06,9200809896,林夏渚,36.5,食べなかった,半分,完食,○,○,○,○,車で遊んでいました。
2026-02-07,9200809896,林夏渚,36.6,半分,半分,−,○,○,○,×,お食事をお代わりされていました。
2026-02-11,9200809896,林夏渚,36.5,−,完食,−,×,×,○,×,楽しそうに過ごされていました。
2026-02-12,9200809896,林夏渚,36.9,半分,完食,−,○,○,○,○,積み木で遊んでいました。
2026-02-13,9200809896,林夏渚,36.3,完食,完食,完食,○,○,×,○,マグネットで遊んでいました。
2026-02-14,9200809896,林夏渚,36.4,完食,完食,−,○,×,○,○,シーツを敷くのを手伝ってくれていました。
2026-02-18,9200809896,林夏渚,36.7,半分,完食,−,○,○,○,○,楽しそうに過ごされていました。
2026-02-19,9200809896,林夏渚,36.0,完食,半分,−,○,×,○,○,机を拭いてくれていました。
2026-02-20,9200809896,林夏渚,36.3,半分,完食,半分,○,×,○,○,デイでのお出かけの話をしてくれました。
2026-02-21,9200809896,林夏渚,36.0,完食,半分,−,○,○,○,○,トランプをして遊んでいました。
2026-02-25,9200809896,林夏渚,36.4,半分,完食,−,○,○,○,○,車で遊んでいました。
2026-02-26,9200809896,林夏渚,36.9,完食,完食,−,○,○,○,○,お食事をお代わりされていました。
2026-02-27,9200809896,林夏渚,36.3,完食,半分,半分,○,×,○,○,新しいお友達に優しくしてくれてました。
2026-02-28,9200809896,林夏渚,36.5,完食,完食,−,○,○,×,○,お菓子パーティーを楽しみました。
