日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2025-07-01,火,夕迎え,只津,溝口,車,707,なし,①櫻井帆斗 ②林夏渚 ③林大希 ④櫻井斗麻 ⑤富永日向 ⑥櫻井麻智,17:30,18:20,
2025-07-01,火,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②櫻井麻智 ③林大希 ④櫻井斗麻 ⑤富永日向 ⑥林夏渚,7:40,8:40,
2025-07-01,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②林夏渚,12:40,13:20,
2025-07-02,水,夕迎え,只津,溝口,車,707,なし,①林大希 ②林夏渚 ③富永日向 ④小野凌来 ⑤園田葵,17:40,18:40,
2025-07-02,水,朝送り,只津,溝口,車,707,なし,①林大希 ②櫻井麻智 ③富永日向 ④櫻井帆斗 ⑤林夏渚 ⑥園田葵,7:50,8:45,
2025-07-02,水,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-07-03,木,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②櫻井麻智 ③櫻井帆斗 ④小野凌来 ⑤富永日向 ⑥園田葵 ⑦寺田菫,17:35,18:40,
2025-07-03,木,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②富永日向 ③櫻井麻智 ④溝口一花 ⑤小野凌来 ⑥寺田菫 ⑦園田葵,7:45,8:40,
2025-07-04,金,夕迎え,只津,溝口,車,707,なし,①富永日向 ②溝口一花 ③櫻井帆斗 ④櫻井麻智 ⑤寺田菫,17:30,18:40,
2025-07-04,金,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②富永日向 ③櫻井麻智 ④溝口一花 ⑤寺田菫,7:45,8:40,
2025-07-05,土,夕迎え,只津,溝口,車,707,なし,①富永日向 ②林夏渚 ③溝口一花 ④園田柚真 ⑤園田葵 ⑥寺田菫,17:40,18:40,
2025-07-05,土,朝送り,只津,溝口,車,707,なし,①林夏渚 ②溝口一花 ③富永日向 ④園田葵 ⑤寺田菫 ⑥園田柚真,7:45,8:40,
2025-07-06,日,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②櫻井麻智 ③林夏渚 ④櫻井帆斗 ⑤石神陽菜 ⑥富永日向 ⑦石神直都 ⑧櫻井斗麻 ⑨寺田菫 ⑩園田葵 ⑪園田柚真,17:35,18:40,
