日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2025-04-01,火,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②富永日向 ③小野凌来 ④櫻井斗麻 ⑤外越菜々 ⑥溝口一花,17:30,18:20,
2025-04-01,火,朝送り,只津,溝口,車,707,なし,①林夏渚 ②溝口一花 ③小野凌来 ④櫻井斗麻 ⑤外越菜々 ⑥富永日向,7:40,8:40,
2025-04-01,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②溝口一花 ③小野凌来,12:40,13:20,
2025-04-02,水,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②林夏渚 ③小野凌来 ④外越菜々 ⑤富永日向 ⑥園田柚真 ⑦園田葵,17:30,18:40,
2025-04-02,水,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②林夏渚 ③櫻井斗麻 ④富永日向 ⑤外越菜々 ⑥小野凌来 ⑦櫻井帆斗 ⑧溝口一花 ⑨園田柚真 ⑩園田葵,7:45,8:40,
2025-04-02,水,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②小野凌来 ③外越菜々,12:40,13:20,
2025-04-03,木,夕迎え,只津,溝口,車,707,なし,①森田さくら ②櫻井麻智 ③外越菜々 ④森田脩平 ⑤森田さつき ⑥溝口一花 ⑦森田あやめ ⑧石神直都 ⑨櫻井帆斗 ⑩藤川結梨 ⑪富永日向 ⑫園田葵 ⑬園田柚真,17:35,18:40,
2025-04-03,木,朝送り,只津,溝口,車,707,なし,①藤川結梨 ②外越菜々 ③森田脩平 ④森田さくら ⑤石神直都 ⑥櫻井麻智 ⑦溝口一花 ⑧櫻井帆斗 ⑨森田あやめ ⑩園田葵 ⑪園田柚真,7:40,8:40,
2025-04-03,木,昼送り,只津,溝口,車,707,なし,①石神直都,12:40,13:20,
2025-04-04,金,夕迎え,只津,溝口,車,707,なし,①藤川結梨 ②森田脩平 ③入矢瑠々子 ④森田さくら ⑤森田さつき ⑥林夏渚 ⑦石神直都 ⑧石神陽菜 ⑨林大希 ⑩富永日向 ⑪森田あやめ ⑫園田葵,17:35,18:40,
2025-04-04,金,朝送り,只津,溝口,車,707,なし,①林夏渚 ②石神陽菜 ③入矢瑠々子 ④森田さつき ⑤森田脩平 ⑥森田さくら ⑦石神直都 ⑧富永日向 ⑨森田あやめ ⑩林大希 ⑪園田葵,7:45,8:45,
2025-04-04,金,昼送り,只津,溝口,車,707,なし,①石神直都 ②林夏渚,12:40,13:20,
